订单ID,用户ID,商品ID,下单时间,数量,支付金额,支付方式,订单状态
order_341,user_5838,item_340,2025-06-06 12:12:09,1,166.55,微信,已完成
order_342,user_5110,item_447,2024-07-16 16:14:48,2,1565.44,支付宝,已完成
order_343,user_9073,item_18,2024-08-08 17:55:54,4,1479.68,信用卡,已完成
order_344,user_7825,item_321,2024-11-22 09:02:52,4,2522.08,微信,已完成
order_345,user_9351,item_457,2024-11-15 15:12:08,2,1381.0,信用卡,已完成
order_346,user_6299,item_475,2024-12-24 09:03:06,4,2232.76,支付宝,已完成
order_347,user_3965,item_158,2025-02-22 02:23:26,2,867.68,支付宝,已完成
order_348,user_8294,item_179,2024-07-12 12:37:30,3,2337.54,微信,已退款
order_349,user_6452,item_116,2024-11-15 15:01:07,2,1613.92,微信,已完成
order_350,user_4799,item_207,2024-11-15 23:03:06,4,371.88,支付宝,已完成
order_351,user_4988,item_85,2024-09-02 17:15:33,3,457.98,支付宝,已完成
order_352,user_1594,item_262,2025-03-05 09:03:20,1,830.89,支付宝,已完成
order_353,user_3620,item_374,2025-01-29 15:57:11,1,737.63,微信,已完成
order_354,user_4863,item_401,2025-03-27 09:32:50,4,2127.2,信用卡,已完成
order_355,user_4459,item_134,2024-07-22 16:11:20,3,2522.4,信用卡,已完成
order_356,user_6668,item_402,2025-01-30 10:17:38,1,829.76,支付宝,已完成
order_357,user_9953,item_344,2025-03-29 03:08:59,2,1448.54,微信,已完成
order_358,user_572,item_374,2025-04-23 01:53:41,2,1195.34,支付宝,已完成
order_359,user_8992,item_303,2024-09-14 03:42:29,2,1697.86,微信,已完成
order_360,user_9014,item_499,2024-08-19 09:41:03,2,1960.5,信用卡,已完成
order_361,user_8124,item_214,2024-11-03 17:25:10,4,1706.68,信用卡,已完成
order_362,user_1712,item_162,2024-09-27 07:51:59,3,538.83,支付宝,已完成
order_363,user_6169,item_295,2025-01-22 05:24:01,3,641.97,微信,已完成
order_364,user_9251,item_27,2024-08-09 18:04:58,2,1294.24,信用卡,已完成
order_365,user_3454,item_230,2025-03-05 17:07:29,4,289.04,微信,已完成
order_366,user_9667,item_8,2024-12-29 11:31:51,4,1581.48,信用卡,已退款
order_367,user_6521,item_455,2025-04-09 00:31:44,2,1516.46,支付宝,已退款
order_368,user_9191,item_467,2025-06-26 09:08:30,4,1584.68,微信,已完成
order_369,user_3766,item_10,2025-04-14 19:22:47,3,963.72,信用卡,已完成
order_370,user_9876,item_195,2025-02-06 22:45:11,3,931.26,微信,已完成
order_371,user_1572,item_282,2025-05-30 23:10:53,3,668.91,支付宝,已完成
order_372,user_4136,item_196,2025-03-26 14:37:33,1,931.5,支付宝,已完成
order_373,user_6309,item_210,2024-09-16 03:04:12,4,2245.24,微信,已完成
order_374,user_1831,item_119,2025-04-15 03:44:03,1,281.8,微信,已取消
order_375,user_6910,item_113,2025-04-11 23:42:27,1,178.43,微信,已完成
order_376,user_9724,item_207,2025-04-18 03:37:09,2,1138.34,信用卡,已完成
order_377,user_2651,item_89,2024-09-22 04:52:33,1,876.37,信用卡,已完成
order_378,user_9575,item_256,2024-10-29 02:35:16,2,1296.92,支付宝,已完成
order_379,user_609,item_187,2024-11-10 15:09:34,1,222.11,信用卡,已完成
order_380,user_8284,item_289,2025-06-10 08:59:28,2,1709.28,信用卡,已完成
order_381,user_7639,item_62,2024-10-08 11:36:15,4,800.44,微信,已完成
order_382,user_5519,item_46,2025-01-08 05:13:25,3,1368.09,支付宝,已完成
order_383,user_604,item_218,2025-03-17 19:49:16,2,1909.1,支付宝,已完成
order_384,user_1352,item_481,2024-12-07 21:38:01,1,664.91,支付宝,已取消
order_385,user_4137,item_395,2024-10-12 06:49:49,1,536.28,支付宝,已完成
order_386,user_5456,item_214,2024-07-17 19:15:09,4,2302.52,微信,已取消
order_387,user_1717,item_135,2024-07-21 06:17:31,3,1661.97,支付宝,已完成
order_388,user_4652,item_134,2024-11-18 10:31:29,4,2402.04,支付宝,已完成
order_389,user_2351,item_257,2024-11-07 17:23:36,1,400.04,信用卡,已退款
order_390,user_9766,item_213,2024-12-19 08:25:17,1,435.31,支付宝,已完成
order_391,user_4210,item_189,2025-01-01 11:36:42,1,696.91,微信,已完成
order_392,user_9394,item_430,2025-01-07 09:30:08,4,2892.92,微信,已取消
order_393,user_7585,item_478,2025-01-17 04:41:10,3,1136.4,信用卡,已完成
order_394,user_8291,item_305,2025-05-14 19:42:23,1,757.32,支付宝,已取消
order_395,user_343,item_70,2024-08-13 07:23:00,1,775.91,信用卡,已完成
order_396,user_3152,item_281,2024-12-26 05:53:35,2,1115.78,支付宝,已完成
order_397,user_5330,item_201,2025-03-29 07:41:59,4,1519.12,信用卡,已完成
order_398,user_2845,item_461,2025-01-19 05:21:27,3,1146.84,支付宝,已完成
order_399,user_7961,item_2,2025-03-17 01:56:24,4,2765.4,支付宝,已完成
order_400,user_5096,item_62,2025-05-13 04:44:19,1,591.82,支付宝,已完成
order_401,user_4428,item_391,2025-01-19 14:13:17,1,645.9,微信,已完成
order_402,user_2032,item_223,2025-06-10 23:08:29,4,1387.92,微信,已完成
order_403,user_2539,item_145,2024-10-18 03:44:59,3,1886.07,支付宝,已完成
order_404,user_1415,item_198,2024-12-19 04:23:32,3,1559.34,信用卡,已完成
order_405,user_7050,item_419,2025-02-22 19:20:02,1,792.87,信用卡,已完成
order_406,user_3405,item_46,2024-11-16 15:00:59,4,467.4,信用卡,已完成
order_407,user_5900,item_63,2025-05-03 07:17:34,2,113.7,支付宝,已完成
order_408,user_9432,item_5,2025-03-15 03:19:11,2,1060.22,信用卡,已完成
order_409,user_2172,item_477,2025-03-22 20:57:21,1,692.8,信用卡,已完成
order_410,user_7885,item_73,2025-05-06 18:10:21,3,1901.19,支付宝,已完成
order_411,user_8867,item_206,2025-06-04 15:01:11,1,536.81,信用卡,已完成
order_412,user_4488,item_262,2024-07-22 03:20:31,1,582.45,信用卡,已取消
order_413,user_2817,item_473,2024-09-07 19:13:52,3,381.51,信用卡,已完成
order_414,user_7714,item_81,2025-06-08 00:47:20,1,293.79,微信,已完成
order_415,user_3368,item_97,2025-06-04 22:55:47,2,927.4,支付宝,已完成
order_416,user_3021,item_340,2024-12-21 11:20:41,3,185.25,信用卡,已完成
order_417,user_8676,item_251,2024-07-30 13:25:30,1,99.21,微信,已完成
order_418,user_2482,item_128,2024-07-27 18:53:27,2,225.48,支付宝,已完成
order_419,user_4055,item_232,2024-11-25 09:04:24,1,602.65,微信,已完成
order_420,user_2055,item_210,2025-06-10 09:06:38,3,1987.05,支付宝,已完成
order_421,user_7038,item_370,2024-09-04 02:17:44,3,2390.55,支付宝,已完成
order_422,user_5501,item_452,2024-10-16 15:28:36,4,1960.56,信用卡,已完成
order_423,user_2026,item_441,2024-07-26 12:50:58,4,441.0,信用卡,已完成
order_424,user_6305,item_150,2024-08-08 03:00:12,3,1164.42,信用卡,已退款
order_425,user_7501,item_328,2024-08-29 15:22:51,4,3239.56,支付宝,已完成
order_426,user_9424,item_78,2024-10-11 19:37:16,2,1994.04,支付宝,已完成
order_427,user_3177,item_313,2024-08-09 03:47:36,1,51.08,微信,已完成
order_428,user_5679,item_251,2025-03-24 08:55:29,4,2852.44,信用卡,已取消
order_429,user_6608,item_81,2024-08-23 02:40:48,2,1129.5,支付宝,已完成
order_430,user_9889,item_364,2025-01-05 09:46:03,1,459.73,微信,已退款
order_431,user_3767,item_170,2024-08-24 02:23:32,1,397.85,支付宝,已完成
order_432,user_7195,item_460,2025-06-01 11:10:32,2,1695.32,信用卡,已完成
order_433,user_3060,item_391,2024-09-13 23:27:14,1,637.75,微信,已完成
order_434,user_2023,item_204,2025-01-14 20:48:32,1,153.83,信用卡,已完成
order_435,user_1759,item_106,2025-02-25 06:17:11,4,1741.76,支付宝,已完成
order_436,user_5596,item_8,2024-07-05 11:08:14,2,528.52,微信,已完成
order_437,user_3398,item_469,2024-10-18 12:11:09,4,2668.64,信用卡,已完成
order_438,user_3104,item_114,2024-12-05 10:03:05,2,806.52,微信,已完成
order_439,user_1571,item_164,2025-03-18 16:06:32,2,876.06,信用卡,已完成
order_440,user_6600,item_204,2025-01-22 22:11:17,2,1043.14,支付宝,已完成
order_441,user_2581,item_6,2025-06-23 11:55:19,2,629.3,微信,已完成
order_442,user_956,item_276,2024-08-16 22:13:58,3,151.14,微信,已取消
order_443,user_8205,item_114,2024-12-27 16:45:45,2,1994.4,信用卡,已取消
order_444,user_5987,item_378,2024-11-08 07:07:44,3,2853.27,微信,已完成
order_445,user_4523,item_182,2024-12-06 19:32:37,2,1884.44,信用卡,已取消
order_446,user_7931,item_289,2024-12-16 00:43:26,3,683.73,信用卡,已退款
order_447,user_7942,item_185,2025-04-09 03:35:49,3,1755.72,微信,已完成
order_448,user_5203,item_45,2025-03-04 00:32:35,3,2562.42,信用卡,已取消
order_449,user_6187,item_12,2024-07-04 23:52:41,4,2977.64,支付宝,已完成
order_450,user_3005,item_216,2024-10-17 20:46:55,4,2037.36,微信,已完成
order_451,user_977,item_181,2024-09-08 01:49:18,3,2479.29,支付宝,已完成
order_452,user_2313,item_487,2024-07-21 02:22:50,2,1019.96,支付宝,已退款
order_453,user_2861,item_335,2024-07-05 05:02:41,3,1112.97,微信,已完成
order_454,user_8102,item_488,2025-05-31 05:21:17,3,2663.16,信用卡,已完成
order_455,user_2370,item_68,2025-05-04 02:43:43,3,1558.14,支付宝,已完成
order_456,user_9016,item_401,2024-09-24 21:06:11,3,1565.94,信用卡,已完成
order_457,user_6984,item_491,2025-05-16 21:55:24,4,3350.88,信用卡,已完成
order_458,user_4010,item_406,2025-01-14 10:51:45,2,1572.7,支付宝,已完成
order_459,user_2055,item_213,2025-03-04 00:25:38,3,163.98,微信,已完成
order_460,user_544,item_149,2024-11-04 02:15:09,1,212.46,微信,已完成
order_461,user_9535,item_246,2024-12-03 12:53:37,3,2245.23,支付宝,已退款
order_462,user_6467,item_10,2025-02-06 09:33:59,1,337.49,微信,已完成
order_463,user_8577,item_453,2024-11-06 18:42:21,1,446.71,微信,已完成
order_464,user_7826,item_314,2025-03-08 07:46:46,1,146.85,信用卡,已完成
order_465,user_6925,item_445,2025-03-04 13:16:56,1,855.48,信用卡,已完成
order_466,user_6131,item_478,2025-04-28 05:22:59,4,934.48,微信,已退款
order_467,user_6861,item_110,2024-10-31 09:02:41,1,385.1,信用卡,已完成
order_468,user_9129,item_201,2025-01-01 10:52:48,4,321.24,信用卡,已退款
order_469,user_4767,item_59,2025-02-12 02:08:20,2,1210.8,微信,已完成
order_470,user_7718,item_116,2025-03-12 05:52:12,4,2072.36,微信,已完成
order_471,user_7429,item_352,2025-03-24 06:53:16,1,456.58,微信,已退款
order_472,user_3239,item_387,2025-01-18 13:09:21,1,95.39,信用卡,已完成
order_473,user_165,item_317,2025-05-19 14:47:55,3,1573.41,信用卡,已取消
order_474,user_429,item_80,2025-01-25 15:44:51,2,1161.28,微信,已完成
order_475,user_6409,item_405,2024-12-16 13:44:17,4,666.04,微信,已完成
order_476,user_7904,item_21,2024-12-21 12:35:02,3,2157.0,微信,已完成
order_477,user_4662,item_334,2024-10-22 17:54:05,2,714.82,支付宝,已完成
order_478,user_5348,item_423,2025-02-01 22:49:02,4,613.04,信用卡,已完成
order_479,user_8754,item_268,2024-08-16 21:33:04,1,438.47,信用卡,已完成
order_480,user_3786,item_33,2025-06-10 12:14:34,1,720.23,微信,已完成
order_481,user_1921,item_273,2025-04-29 04:54:27,3,2121.93,支付宝,已退款
order_482,user_9766,item_79,2024-10-23 16:23:20,4,2178.52,微信,已完成
order_483,user_7431,item_295,2024-09-01 08:21:16,3,154.2,信用卡,已完成
order_484,user_5374,item_494,2025-04-29 04:09:24,3,1442.7,支付宝,已完成
order_485,user_9711,item_152,2024-10-05 15:05:37,2,816.22,信用卡,已取消
order_486,user_9023,item_128,2024-09-22 17:24:34,3,2815.17,信用卡,已退款
order_487,user_4846,item_458,2024-12-31 17:07:17,4,1032.32,支付宝,已完成
order_488,user_4779,item_189,2024-11-18 02:01:45,1,473.17,微信,已完成
order_489,user_8799,item_260,2024-10-16 13:22:00,1,881.45,支付宝,已完成
order_490,user_9833,item_185,2025-04-21 14:14:10,4,1596.08,支付宝,已完成
order_491,user_941,item_27,2025-05-21 00:24:27,1,721.99,支付宝,已取消
order_492,user_9405,item_426,2024-07-15 00:41:35,4,2420.28,微信,已完成
order_493,user_7021,item_139,2024-08-23 06:15:43,4,3758.88,微信,已完成
order_494,user_8573,item_307,2024-11-10 18:58:26,1,252.17,微信,已完成
order_495,user_5890,item_180,2024-10-15 02:16:52,1,692.71,信用卡,已完成
order_496,user_280,item_332,2024-12-20 17:11:30,2,551.74,支付宝,已取消
order_497,user_8916,item_173,2024-08-30 06:15:53,2,1181.72,微信,已完成
order_498,user_634,item_185,2025-02-21 21:42:00,3,1993.08,微信,已取消
order_499,user_7615,item_256,2025-06-20 13:10:47,2,1590.74,微信,已完成
order_500,user_3085,item_28,2024-08-28 02:19:08,3,1863.54,微信,已完成
order_501,user_1557,item_75,2025-03-30 02:13:08,4,2154.36,信用卡,已取消
order_502,user_3720,item_407,2025-01-20 13:09:42,2,1924.04,支付宝,已退款
order_503,user_8198,item_362,2024-10-15 10:20:22,2,357.14,微信,已完成
order_504,user_3875,item_108,2024-09-05 10:37:33,2,833.88,微信,已取消
order_505,user_6892,item_192,2024-09-02 18:06:58,3,1539.24,信用卡,已完成
order_506,user_1893,item_10,2025-05-18 14:47:12,1,415.1,微信,已完成
order_507,user_508,item_208,2025-03-28 15:43:22,2,1573.32,微信,已取消
order_508,user_3276,item_347,2025-03-22 17:33:54,2,1004.36,微信,已完成
order_509,user_7124,item_4,2025-06-13 00:10:03,2,1640.26,微信,已退款
order_510,user_6279,item_415,2025-03-12 10:32:10,4,709.64,微信,已完成
order_511,user_1266,item_107,2025-05-01 04:31:37,3,1978.65,支付宝,已完成
order_512,user_6330,item_67,2024-08-25 06:13:50,3,1826.7,支付宝,已取消
order_513,user_3787,item_117,2024-08-28 06:39:05,1,247.67,微信,已完成
order_514,user_860,item_150,2024-09-27 01:05:13,2,1819.78,信用卡,已退款
order_515,user_1727,item_98,2024-08-11 01:23:49,2,1867.96,微信,已完成
order_516,user_7355,item_44,2024-07-12 15:12:28,2,749.76,微信,已完成
order_517,user_4835,item_299,2024-10-27 14:48:55,4,2006.32,支付宝,已完成
order_518,user_4097,item_379,2025-02-04 18:36:40,2,1710.82,微信,已完成
order_519,user_9892,item_57,2024-08-14 18:28:01,3,1065.06,信用卡,已完成
order_520,user_473,item_186,2024-12-14 21:01:42,1,292.77,信用卡,已完成
order_521,user_191,item_459,2024-10-05 18:49:10,3,1332.18,微信,已取消
order_522,user_5452,item_388,2024-11-17 05:14:33,4,166.28,支付宝,已完成
order_523,user_3814,item_409,2024-09-06 07:16:53,3,1876.83,信用卡,已完成
order_524,user_6836,item_411,2024-09-14 07:50:06,4,831.48,微信,已完成
order_525,user_1426,item_189,2025-01-31 02:24:34,2,1188.82,支付宝,已完成
order_526,user_5923,item_123,2025-03-28 06:37:07,4,2270.0,微信,已完成
order_527,user_461,item_123,2024-07-10 02:58:27,4,229.28,微信,已完成
order_528,user_8639,item_413,2025-03-12 03:03:17,1,413.81,支付宝,已完成
order_529,user_891,item_51,2024-10-27 17:46:42,2,378.76,支付宝,已完成
order_530,user_6938,item_381,2024-11-07 04:32:06,4,2820.32,微信,已完成
order_531,user_2747,item_298,2024-08-23 02:35:19,2,1983.72,微信,已完成
order_532,user_7214,item_229,2024-11-18 11:28:03,1,10.05,支付宝,已完成
order_533,user_4932,item_341,2024-12-17 19:18:38,1,984.4,信用卡,已完成
order_534,user_1401,item_242,2025-01-22 07:34:11,4,3619.76,支付宝,已完成
order_535,user_2106,item_78,2024-08-28 19:10:05,4,2236.2,信用卡,已完成
order_536,user_8081,item_350,2025-01-19 21:33:41,2,1623.38,信用卡,已完成
order_537,user_5700,item_394,2024-10-21 18:23:21,2,427.92,微信,已完成
order_538,user_5176,item_63,2024-08-12 20:01:03,4,2965.56,信用卡,已完成
order_539,user_8563,item_468,2025-06-19 02:42:54,4,646.04,信用卡,已完成
order_540,user_8587,item_433,2024-07-06 07:58:06,2,1149.72,信用卡,已取消
order_541,user_6571,item_60,2024-11-30 18:26:34,3,2634.21,信用卡,已完成
order_542,user_1617,item_128,2025-06-23 05:50:23,4,2413.2,支付宝,已退款
order_543,user_1857,item_163,2025-01-06 14:33:05,4,2068.36,微信,已完成
order_544,user_4311,item_84,2025-04-21 02:45:25,1,85.32,微信,已完成
order_545,user_8205,item_360,2024-08-22 02:43:28,2,1407.62,支付宝,已退款
order_546,user_5003,item_455,2024-12-21 12:53:51,2,1587.98,支付宝,已完成
order_547,user_3341,item_39,2025-06-21 23:28:35,4,996.68,支付宝,已完成
order_548,user_7700,item_380,2024-10-29 00:17:45,2,1885.14,信用卡,已完成
order_549,user_9,item_294,2024-08-26 06:10:13,1,13.73,信用卡,已完成
order_550,user_5263,item_306,2024-06-28 07:40:27,3,99.66,支付宝,已退款
order_551,user_877,item_163,2025-04-09 10:55:14,4,1299.88,信用卡,已完成
order_552,user_81,item_380,2025-01-24 18:05:39,3,2735.07,微信,已完成
order_553,user_2003,item_458,2025-01-09 17:02:36,4,3167.96,信用卡,已退款
order_554,user_8077,item_47,2024-11-02 07:24:28,4,408.4,支付宝,已取消
order_555,user_7562,item_46,2025-03-05 00:23:58,3,1195.8,微信,已完成
order_556,user_603,item_106,2025-03-27 14:55:54,1,273.71,微信,已完成
order_557,user_7405,item_65,2024-10-19 10:26:17,2,913.78,微信,已完成
order_558,user_1483,item_439,2024-12-27 16:48:58,3,1225.77,信用卡,已退款
order_559,user_1440,item_324,2025-06-09 14:45:49,2,907.76,支付宝,已完成
order_560,user_4005,item_481,2024-10-17 05:02:01,3,2218.35,支付宝,已完成
order_561,user_5860,item_195,2025-04-15 12:56:40,2,215.1,支付宝,已完成
order_562,user_1043,item_16,2025-02-04 11:10:38,4,3714.6,信用卡,已完成
order_563,user_5197,item_397,2025-03-12 15:29:34,4,260.48,支付宝,已取消
order_564,user_6535,item_400,2024-08-22 18:33:57,4,1494.0,信用卡,已完成
order_565,user_7172,item_458,2025-05-03 04:14:19,2,1257.78,信用卡,已取消
order_566,user_4767,item_77,2025-02-01 03:59:17,4,2005.04,微信,已完成
order_567,user_4591,item_446,2025-04-05 14:10:07,1,420.34,微信,已完成
order_568,user_2827,item_353,2025-06-13 20:23:24,2,1397.06,支付宝,已退款
order_569,user_1143,item_363,2025-06-19 20:02:02,3,1555.08,微信,已完成
order_570,user_5196,item_243,2024-12-15 08:22:15,4,1990.4,支付宝,已完成
order_571,user_7152,item_483,2024-11-05 04:24:58,2,907.0,微信,已完成
order_572,user_8654,item_386,2025-03-21 06:57:50,1,455.76,微信,已完成
order_573,user_1024,item_488,2024-08-09 06:30:21,1,539.04,信用卡,已完成
order_574,user_4815,item_452,2025-04-06 19:01:57,3,155.73,微信,已完成
order_575,user_1299,item_408,2024-12-29 16:04:38,4,2879.24,支付宝,已退款
order_576,user_6560,item_134,2025-06-11 05:52:58,3,933.33,微信,已完成
order_577,user_9792,item_414,2024-07-12 05:13:47,3,2427.36,支付宝,已完成
