用户ID,行为时间,商品ID,行为类型,流量来源,设备类型
user_8936,2025-03-10 05:02:18,item_233,收藏,活动,电脑
user_395,2025-03-31 01:08:18,item_312,收藏,自然流量,平板
user_1775,2024-12-14 11:27:16,item_198,加购,自然流量,手机
user_7471,2025-04-06 17:15:18,item_242,下单,广告,平板
user_7212,2025-04-03 06:14:32,item_252,浏览,广告,电脑
user_9871,2025-02-28 08:11:07,item_481,收藏,自然流量,手机
user_456,2024-10-08 09:15:20,item_196,浏览,广告,电脑
user_8790,2024-08-21 13:22:25,item_331,加购,广告,电脑
user_4182,2024-08-20 21:09:12,item_189,收藏,自然流量,平板
user_7891,2025-04-18 15:01:01,item_397,下单,自然流量,手机
user_3319,2025-06-17 00:01:06,item_200,收藏,活动,电脑
user_3653,2024-09-10 21:36:59,item_417,浏览,活动,手机
user_1751,2024-08-01 20:14:19,item_171,加购,广告,手机
user_715,2025-02-21 05:20:03,item_59,浏览,自然流量,手机
user_4583,2024-11-22 17:45:30,item_284,浏览,广告,手机
user_2141,2024-10-11 17:54:59,item_496,浏览,活动,平板
user_3531,2024-11-26 19:43:03,item_168,浏览,活动,手机
user_4756,2024-09-20 04:24:40,item_117,加购,广告,手机
user_1908,2024-07-12 22:06:25,item_13,浏览,活动,平板
user_8529,2024-07-13 17:53:00,item_6,浏览,广告,平板
user_8197,2024-10-22 06:58:37,item_29,浏览,自然流量,电脑
user_6927,2024-07-01 08:33:57,item_119,浏览,活动,平板
user_8239,2024-08-17 06:45:29,item_201,浏览,活动,平板
user_2561,2024-09-10 04:27:32,item_389,浏览,活动,平板
user_4886,2024-12-06 03:11:39,item_71,浏览,活动,手机
user_5009,2025-02-02 17:51:41,item_182,浏览,活动,平板
user_9635,2024-09-09 20:43:49,item_349,收藏,活动,手机
user_4174,2024-12-05 19:51:38,item_97,下单,自然流量,手机
user_4415,2025-05-03 03:15:52,item_335,浏览,自然流量,平板
user_8947,2025-05-13 09:48:02,item_214,下单,活动,平板
user_8282,2025-06-04 15:21:28,item_499,浏览,广告,平板
user_5603,2024-08-24 13:05:45,item_45,加购,广告,电脑
user_1800,2024-12-09 10:45:07,item_130,浏览,自然流量,电脑
user_4460,2025-01-25 02:34:47,item_333,浏览,广告,手机
user_338,2025-02-02 07:32:01,item_173,下单,自然流量,电脑
user_9135,2024-10-03 17:47:57,item_391,下单,活动,电脑
user_4860,2025-06-17 10:03:05,item_275,收藏,活动,电脑
user_1124,2024-09-16 10:43:54,item_83,浏览,广告,平板
user_8666,2024-06-26 20:55:59,item_427,浏览,广告,电脑
user_4009,2024-07-22 08:56:26,item_302,收藏,活动,手机
user_4250,2024-08-29 02:34:01,item_44,浏览,活动,电脑
user_855,2025-05-26 04:37:25,item_267,加购,广告,电脑
user_7816,2024-07-11 04:48:37,item_435,浏览,广告,手机
user_1712,2024-10-07 18:21:34,item_30,下单,广告,平板
user_2375,2025-04-05 01:59:50,item_345,加购,广告,电脑
user_3586,2024-12-31 02:24:30,item_288,浏览,活动,手机
user_4870,2025-04-28 07:08:00,item_38,收藏,活动,平板
user_2549,2024-07-22 07:38:36,item_381,收藏,自然流量,电脑
user_655,2024-09-19 17:45:24,item_131,收藏,广告,电脑
user_7254,2024-12-25 12:34:57,item_280,浏览,广告,平板
user_6202,2025-06-17 01:18:57,item_74,收藏,自然流量,手机
user_1044,2024-08-29 23:11:20,item_70,收藏,自然流量,手机
user_3758,2025-06-20 19:36:44,item_418,收藏,广告,电脑
user_4019,2025-03-14 20:50:41,item_229,浏览,自然流量,平板
user_7361,2025-01-04 07:14:11,item_274,浏览,自然流量,电脑
user_5935,2024-08-10 00:24:53,item_93,浏览,广告,电脑
user_4293,2024-07-27 17:01:07,item_320,加购,自然流量,手机
user_8409,2025-03-13 15:04:06,item_195,浏览,广告,手机
user_1923,2024-12-22 03:29:22,item_311,浏览,活动,电脑
user_4982,2025-05-07 21:08:44,item_111,加购,广告,平板
user_9217,2025-06-10 22:42:49,item_496,浏览,广告,手机
user_2566,2024-11-06 18:11:24,item_255,浏览,自然流量,平板
user_5256,2025-02-21 04:37:33,item_224,加购,广告,手机
user_4465,2025-04-05 08:22:20,item_334,浏览,自然流量,电脑
user_873,2024-11-18 04:01:28,item_142,收藏,广告,电脑
user_1654,2025-05-22 23:45:27,item_98,浏览,活动,手机
user_8672,2024-12-25 18:21:30,item_493,浏览,自然流量,平板
user_6697,2024-10-04 21:09:35,item_195,浏览,自然流量,手机
user_5896,2025-02-05 18:05:00,item_354,加购,活动,平板
user_8915,2025-01-29 13:53:06,item_283,浏览,广告,电脑
user_5246,2025-01-25 10:40:59,item_13,下单,活动,平板
user_7433,2025-06-06 23:18:59,item_423,浏览,活动,平板
user_8930,2025-06-11 16:36:54,item_387,收藏,自然流量,手机
user_1262,2025-05-08 22:13:27,item_59,浏览,自然流量,平板
user_5483,2025-04-10 20:37:39,item_433,浏览,自然流量,平板
user_5498,2024-11-02 01:03:45,item_476,加购,活动,手机
user_716,2025-02-26 21:53:01,item_274,浏览,自然流量,电脑
user_9437,2025-03-11 21:21:09,item_36,加购,活动,电脑
user_8092,2024-10-31 11:09:26,item_301,收藏,自然流量,平板
user_8192,2025-01-17 04:56:01,item_153,浏览,自然流量,电脑
user_7683,2024-08-26 01:55:48,item_324,加购,自然流量,电脑
user_2742,2025-03-12 23:32:49,item_379,下单,自然流量,手机
user_602,2025-03-18 11:57:04,item_294,浏览,自然流量,电脑
user_3521,2025-05-17 01:45:20,item_118,加购,活动,手机
user_7032,2025-03-31 22:30:36,item_27,浏览,自然流量,电脑
user_4459,2025-02-10 16:47:33,item_342,浏览,自然流量,电脑
user_9069,2025-01-14 14:50:59,item_459,下单,自然流量,平板
user_7672,2025-03-18 17:57:18,item_227,下单,自然流量,电脑
user_428,2024-10-12 23:47:14,item_430,加购,活动,平板
user_9108,2025-05-05 17:52:27,item_398,浏览,广告,平板
user_5180,2025-02-12 06:44:05,item_47,浏览,自然流量,平板
user_8943,2025-04-24 21:53:38,item_111,下单,活动,手机
user_3685,2025-06-09 20:28:27,item_319,收藏,自然流量,电脑
user_7078,2024-09-29 21:58:41,item_74,浏览,广告,手机
user_4145,2024-09-22 11:58:30,item_6,收藏,活动,手机
user_7921,2025-05-09 03:21:50,item_143,收藏,广告,平板
user_1634,2024-07-05 06:48:08,item_145,加购,广告,手机
user_8998,2024-12-12 03:38:29,item_103,收藏,自然流量,电脑
user_7794,2024-12-31 09:13:32,item_457,浏览,广告,手机
user_8480,2024-10-10 08:37:46,item_10,加购,活动,平板
user_9504,2024-11-01 02:15:43,item_178,收藏,自然流量,电脑
user_2241,2025-06-26 16:31:29,item_437,收藏,活动,电脑
user_161,2025-01-10 06:20:05,item_288,加购,广告,电脑
user_1783,2024-10-21 09:09:15,item_10,浏览,广告,电脑
user_8115,2025-01-06 09:29:41,item_286,加购,广告,平板
user_7891,2025-04-03 22:23:51,item_346,浏览,自然流量,手机
user_7108,2024-11-30 19:48:38,item_144,加购,自然流量,电脑
user_8877,2024-07-16 13:40:26,item_99,收藏,活动,电脑
user_6215,2025-02-11 10:37:32,item_171,浏览,广告,平板
user_7739,2024-10-21 07:02:36,item_467,下单,广告,手机
user_814,2025-05-03 23:47:23,item_229,浏览,活动,电脑
user_2119,2025-05-27 20:33:54,item_239,收藏,广告,电脑
user_3549,2024-10-04 17:02:55,item_55,收藏,活动,手机
user_1756,2024-08-07 00:16:14,item_441,收藏,自然流量,手机
user_4090,2025-05-12 16:31:42,item_286,浏览,自然流量,电脑
user_9318,2024-08-23 02:50:50,item_81,收藏,广告,电脑
user_6621,2025-01-28 04:45:17,item_377,收藏,自然流量,手机
user_2691,2024-09-21 11:59:11,item_70,浏览,广告,电脑
user_4041,2025-05-20 14:50:56,item_317,浏览,活动,手机
user_2228,2025-04-26 22:10:42,item_195,浏览,自然流量,平板
user_7903,2024-09-19 16:26:03,item_199,收藏,广告,手机
user_3216,2025-06-03 16:47:51,item_2,浏览,广告,手机
user_5146,2024-10-01 06:03:17,item_390,加购,活动,电脑
user_4427,2024-12-23 23:40:54,item_302,浏览,活动,平板
user_4221,2025-06-13 04:29:16,item_274,加购,广告,电脑
user_1745,2024-08-25 04:07:08,item_457,收藏,广告,电脑
user_6096,2025-06-21 07:04:31,item_383,浏览,活动,电脑
user_8362,2024-08-03 22:38:29,item_186,加购,广告,平板
user_9190,2025-03-24 11:43:02,item_128,收藏,活动,手机
user_9734,2025-01-23 05:24:19,item_406,加购,活动,手机
user_9016,2025-01-09 02:27:11,item_42,浏览,自然流量,平板
user_6217,2024-11-14 14:59:15,item_382,浏览,自然流量,手机
user_5811,2024-12-03 21:46:44,item_334,浏览,自然流量,电脑
user_4617,2025-04-11 00:28:11,item_348,加购,活动,电脑
user_9329,2024-11-28 22:31:38,item_175,下单,广告,手机
user_4900,2024-12-06 11:43:44,item_386,收藏,广告,电脑
user_2265,2025-02-01 16:29:25,item_328,加购,活动,手机
user_6203,2024-11-02 06:46:43,item_18,收藏,广告,平板
user_6873,2024-10-20 19:19:06,item_24,浏览,广告,电脑
user_1304,2024-07-28 03:49:39,item_453,浏览,广告,电脑
user_9042,2024-09-28 19:51:29,item_377,收藏,自然流量,平板
user_8144,2024-08-28 17:45:00,item_200,浏览,活动,手机
user_1995,2025-02-23 14:58:17,item_156,加购,自然流量,电脑
user_8015,2024-12-30 12:30:44,item_476,下单,活动,电脑
user_6980,2025-06-22 05:03:20,item_21,浏览,自然流量,平板
user_2533,2025-03-11 02:09:35,item_432,浏览,广告,手机
user_5165,2024-07-22 09:48:04,item_232,收藏,自然流量,手机
user_4122,2025-04-23 14:51:20,item_332,加购,活动,平板
user_448,2024-10-26 13:56:23,item_180,浏览,自然流量,电脑
user_3327,2025-06-21 07:45:16,item_304,收藏,自然流量,平板
user_5335,2025-06-07 00:35:09,item_375,浏览,自然流量,电脑
user_3464,2024-07-18 18:01:24,item_194,浏览,广告,平板
user_6509,2024-12-12 19:57:11,item_190,浏览,自然流量,平板
user_889,2024-12-01 07:08:27,item_56,收藏,自然流量,电脑
user_806,2025-05-09 04:33:58,item_403,下单,活动,手机
user_1719,2024-12-11 11:44:37,item_481,浏览,广告,电脑
user_4479,2024-08-25 11:27:39,item_124,加购,活动,平板
user_9720,2024-12-04 12:29:09,item_223,浏览,广告,电脑
user_2283,2024-12-27 09:57:04,item_136,浏览,活动,电脑
user_339,2024-07-08 12:49:10,item_247,收藏,自然流量,手机
user_7307,2024-11-03 06:45:29,item_337,收藏,广告,平板
user_8946,2025-06-25 18:39:29,item_244,浏览,自然流量,平板
user_2849,2024-11-17 11:50:28,item_404,加购,广告,电脑
user_2469,2024-08-11 13:35:54,item_334,加购,活动,手机
user_374,2024-10-24 06:29:08,item_190,浏览,广告,手机
user_8508,2024-09-26 04:22:01,item_489,浏览,活动,电脑
user_3391,2025-01-01 14:20:35,item_21,浏览,广告,电脑
user_8849,2025-06-03 01:30:32,item_105,加购,广告,手机
user_731,2025-01-03 16:07:23,item_12,加购,活动,电脑
user_7920,2025-06-21 23:42:08,item_280,浏览,广告,手机
user_4577,2024-11-27 13:50:55,item_50,收藏,广告,电脑
user_2174,2025-02-10 04:09:02,item_320,加购,自然流量,手机
user_1245,2024-09-17 18:32:22,item_184,下单,活动,电脑
user_6868,2024-12-01 01:29:00,item_463,加购,自然流量,平板
user_2994,2024-12-10 16:31:25,item_385,浏览,自然流量,平板
user_7914,2025-05-22 13:05:49,item_128,收藏,活动,手机
user_7345,2024-09-25 23:02:42,item_481,浏览,广告,手机
user_4623,2024-10-15 21:43:12,item_287,浏览,广告,电脑
user_5437,2024-09-29 02:46:16,item_275,浏览,活动,平板
user_9736,2025-02-18 18:35:55,item_2,加购,活动,平板
user_9690,2025-05-05 02:24:25,item_245,浏览,活动,手机
user_7229,2024-08-29 16:34:33,item_177,浏览,活动,手机
user_8060,2024-11-04 04:25:58,item_453,浏览,活动,电脑
user_6033,2024-08-27 11:25:32,item_98,收藏,广告,电脑
user_5704,2025-02-13 21:14:46,item_29,浏览,自然流量,电脑
user_4431,2024-10-31 16:50:29,item_277,浏览,广告,平板
user_1814,2025-02-12 02:57:59,item_325,浏览,广告,电脑
user_1461,2024-11-20 00:07:23,item_209,浏览,自然流量,手机
user_4605,2025-05-24 00:02:09,item_262,下单,活动,平板
user_1522,2024-07-28 20:07:51,item_109,加购,自然流量,手机
user_2104,2024-08-04 17:51:58,item_367,浏览,活动,平板
user_5855,2024-07-28 12:49:41,item_246,浏览,自然流量,电脑
user_2901,2024-07-28 14:50:08,item_161,浏览,活动,手机
user_1939,2025-05-01 20:43:02,item_163,收藏,自然流量,平板
user_2289,2025-04-09 00:59:46,item_292,浏览,自然流量,手机
user_8006,2024-06-29 22:46:47,item_308,浏览,广告,手机
user_4903,2024-08-23 22:10:51,item_179,收藏,活动,平板
user_5856,2025-01-22 12:15:58,item_136,加购,自然流量,手机
user_4749,2024-12-10 01:57:19,item_380,加购,广告,平板
user_870,2025-01-03 23:27:54,item_353,浏览,广告,电脑
user_3876,2025-06-09 20:23:31,item_60,浏览,广告,电脑
user_301,2024-08-01 12:05:13,item_343,浏览,自然流量,平板
user_9712,2025-06-24 12:38:52,item_82,收藏,活动,电脑
user_4833,2025-04-30 20:26:15,item_207,浏览,活动,电脑
user_2095,2025-05-06 11:40:20,item_47,收藏,自然流量,手机
user_2009,2025-03-24 11:44:02,item_254,收藏,活动,平板
user_9605,2025-03-05 07:09:52,item_440,浏览,广告,电脑
user_631,2024-08-24 15:20:39,item_180,收藏,广告,平板
user_2420,2024-07-16 14:20:16,item_319,浏览,自然流量,手机
user_3523,2024-06-27 11:06:11,item_410,加购,广告,电脑
user_7393,2024-12-26 15:37:36,item_100,收藏,活动,电脑
user_6392,2024-09-03 14:44:58,item_15,浏览,自然流量,平板
user_8401,2024-07-09 08:17:29,item_425,收藏,活动,电脑
user_5603,2024-08-17 11:48:11,item_95,下单,活动,电脑
user_9535,2024-10-17 19:54:29,item_442,下单,自然流量,手机
user_8201,2025-05-20 06:22:55,item_315,浏览,活动,手机
user_6991,2024-11-16 02:09:52,item_301,收藏,广告,手机
user_7761,2025-03-17 05:57:40,item_423,收藏,广告,平板
user_173,2025-03-19 22:28:43,item_280,浏览,自然流量,平板
user_3074,2025-06-18 04:48:27,item_274,加购,活动,电脑
user_9947,2025-05-13 17:35:09,item_245,加购,自然流量,电脑
user_9191,2025-03-25 11:58:33,item_118,加购,活动,电脑
user_5656,2024-11-12 09:27:52,item_468,浏览,活动,平板
user_1880,2025-03-12 07:45:40,item_323,浏览,广告,电脑
user_6524,2025-02-03 19:02:58,item_362,浏览,广告,手机
user_2278,2024-07-30 15:23:45,item_267,加购,广告,手机
user_4058,2024-07-12 08:28:55,item_314,收藏,广告,平板
user_9105,2024-08-29 19:37:30,item_218,浏览,自然流量,手机
user_5562,2025-06-08 09:53:27,item_204,加购,活动,平板
user_2734,2024-10-24 22:53:23,item_318,加购,广告,平板
user_6940,2024-11-01 20:47:33,item_384,下单,活动,电脑
user_1464,2024-08-04 11:26:55,item_146,浏览,活动,平板
user_9997,2024-07-11 18:36:59,item_203,收藏,活动,手机
user_2129,2025-02-08 00:19:48,item_239,浏览,广告,手机
user_5379,2024-07-28 15:10:01,item_189,浏览,自然流量,平板
user_3176,2024-07-11 23:56:35,item_386,浏览,活动,电脑
user_47,2025-02-20 05:55:48,item_107,浏览,自然流量,平板
user_9797,2024-06-26 17:38:05,item_318,浏览,广告,电脑
user_4260,2025-05-11 15:55:44,item_248,加购,自然流量,平板
user_9804,2025-06-19 22:26:53,item_247,浏览,自然流量,平板
user_6614,2024-09-09 07:31:52,item_268,加购,活动,手机
user_2344,2025-04-29 06:43:11,item_339,浏览,活动,平板
user_5196,2024-08-31 15:33:06,item_287,收藏,广告,手机
user_3374,2025-06-10 00:49:04,item_309,加购,活动,手机
user_9732,2024-11-25 10:45:59,item_190,浏览,活动,平板
user_6335,2025-05-12 17:39:53,item_427,收藏,自然流量,平板
user_5653,2025-01-03 02:08:09,item_339,加购,广告,电脑
user_3486,2024-08-07 09:58:47,item_31,收藏,自然流量,手机
user_581,2024-10-08 11:20:51,item_19,浏览,活动,手机
user_416,2025-02-12 02:15:33,item_395,收藏,广告,手机
user_2849,2024-10-17 19:57:30,item_222,加购,自然流量,手机
user_1467,2025-02-20 15:55:09,item_28,浏览,自然流量,平板
user_762,2025-05-17 15:39:15,item_229,加购,自然流量,平板
user_10000,2025-01-16 23:08:22,item_351,收藏,活动,平板
user_4609,2024-07-24 11:47:07,item_386,浏览,广告,手机
user_2905,2025-05-15 16:36:25,item_208,下单,活动,电脑
user_4662,2025-02-19 14:46:15,item_19,浏览,自然流量,平板
user_6383,2024-10-15 02:52:00,item_115,加购,活动,电脑
user_3728,2024-08-19 11:38:36,item_131,浏览,广告,电脑
user_4966,2024-07-21 20:57:24,item_401,浏览,广告,手机
user_8098,2024-12-23 04:56:15,item_257,浏览,广告,手机
user_7243,2025-02-17 01:32:28,item_58,下单,活动,平板
user_9732,2025-05-23 16:32:59,item_394,下单,活动,手机
user_1792,2024-10-05 14:51:30,item_42,浏览,广告,手机
user_1337,2024-08-26 18:40:02,item_461,浏览,活动,平板
user_7686,2025-03-03 13:10:04,item_120,浏览,广告,平板
user_662,2025-04-24 01:11:36,item_338,收藏,活动,手机
user_1791,2025-03-25 11:35:15,item_190,浏览,广告,手机
user_5308,2025-01-12 14:47:05,item_101,收藏,自然流量,手机
user_9078,2024-08-02 23:33:13,item_323,加购,自然流量,平板
user_8150,2025-01-05 10:34:35,item_465,收藏,活动,电脑
user_9936,2025-02-17 04:29:07,item_305,浏览,自然流量,平板
user_855,2024-09-21 13:32:25,item_486,浏览,自然流量,手机
user_2141,2025-03-21 05:53:33,item_263,浏览,自然流量,手机
user_8120,2024-10-14 19:53:47,item_72,收藏,广告,平板
user_4268,2024-07-09 02:13:28,item_202,收藏,广告,平板
user_9407,2024-11-26 10:20:29,item_333,浏览,广告,平板
user_9640,2025-05-23 14:19:20,item_482,收藏,自然流量,平板
user_2566,2024-11-05 04:09:58,item_455,浏览,活动,手机
user_5205,2025-03-11 21:58:40,item_135,浏览,活动,手机
user_9541,2024-08-28 21:06:55,item_41,加购,活动,平板
user_8980,2025-03-23 12:40:04,item_22,加购,活动,平板
user_1165,2024-12-27 05:09:43,item_306,加购,自然流量,电脑
user_60,2025-05-07 07:55:11,item_333,浏览,广告,平板
user_1871,2024-12-19 09:19:59,item_477,加购,广告,电脑
user_142,2024-11-12 23:27:31,item_400,浏览,活动,电脑
user_3672,2025-01-10 06:42:56,item_487,加购,广告,电脑
user_8305,2024-10-23 15:29:31,item_469,收藏,自然流量,电脑
user_3543,2024-10-18 16:41:43,item_285,收藏,自然流量,电脑
user_5952,2025-03-07 10:36:41,item_188,浏览,广告,平板
user_5079,2025-03-27 16:51:09,item_329,下单,活动,平板
