用户ID,性别,年龄,注册时间,省份,设备类型,是否会员
user_593,女,50,2024-03-26,上海,平板,1
user_594,女,55,2025-02-20,浙江,电脑,1
user_595,女,23,2024-09-02,广东,电脑,1
user_596,女,49,2025-05-12,北京,平板,1
user_597,女,38,2025-05-05,上海,电脑,1
user_598,女,33,2024-05-06,北京,平板,0
user_599,男,38,2024-10-20,北京,电脑,1
user_600,女,28,2025-01-28,上海,手机,1
user_601,男,54,2023-10-24,浙江,平板,0
user_602,女,53,2025-06-14,四川,平板,1
user_603,女,52,2025-06-17,浙江,平板,1
user_604,女,36,2023-12-26,上海,平板,1
user_605,男,37,2025-04-27,上海,平板,1
user_606,男,35,2023-10-30,四川,平板,0
user_607,男,58,2025-03-08,北京,平板,0
user_608,男,31,2025-03-16,浙江,手机,0
user_609,男,32,2023-11-10,上海,手机,0
user_610,女,48,2025-05-10,广东,手机,1
user_611,女,18,2024-05-11,北京,手机,1
user_612,男,20,2023-07-15,北京,平板,1
user_613,女,33,2023-11-12,北京,平板,1
user_614,男,40,2025-01-18,北京,手机,0
user_615,男,28,2025-06-13,上海,平板,1
user_616,女,29,2024-03-10,广东,电脑,0
user_617,女,27,2025-02-22,浙江,电脑,0
user_618,男,49,2025-06-17,广东,平板,0
user_619,男,33,2024-05-10,北京,电脑,1
user_620,女,25,2025-03-10,四川,电脑,0
user_621,男,55,2024-11-27,上海,手机,1
user_622,女,29,2025-04-27,广东,平板,0
user_623,男,41,2025-01-16,上海,手机,1
user_624,女,45,2025-03-16,北京,手机,1
user_625,男,25,2024-01-04,上海,电脑,0
user_626,男,45,2024-01-19,四川,手机,1
user_627,男,53,2023-10-27,广东,手机,0
user_628,女,43,2025-02-26,四川,电脑,1
user_629,男,25,2024-12-21,北京,平板,1
user_630,男,45,2023-09-17,北京,电脑,0
user_631,男,45,2024-04-18,广东,平板,1
user_632,女,54,2025-05-03,北京,平板,1
user_633,女,58,2023-07-26,浙江,手机,1
user_634,女,53,2025-04-22,浙江,手机,1
user_635,男,44,2024-06-25,四川,电脑,0
user_636,男,34,2023-12-15,北京,电脑,0
user_637,女,26,2023-11-28,上海,平板,1
user_638,女,50,2025-03-21,广东,手机,0
user_639,男,37,2025-06-08,广东,电脑,1
user_640,女,30,2024-06-17,北京,手机,0
user_641,男,45,2024-03-23,浙江,电脑,1
user_642,男,46,2024-02-18,北京,手机,1
user_643,男,30,2025-03-24,四川,平板,1
user_644,女,52,2025-03-04,北京,电脑,1
user_645,女,23,2025-05-02,北京,平板,0
user_646,男,35,2023-12-19,浙江,手机,0
user_647,女,22,2023-12-16,广东,电脑,1
user_648,男,42,2023-07-14,北京,手机,1
user_649,女,19,2024-11-19,浙江,电脑,1
user_650,男,27,2023-11-23,广东,电脑,0
user_651,女,47,2024-04-30,四川,平板,0
user_652,女,22,2024-03-06,北京,手机,1
user_653,男,50,2024-01-28,浙江,电脑,1
user_654,女,18,2025-04-27,浙江,电脑,1
user_655,男,35,2023-08-18,广东,电脑,0
user_656,女,49,2025-02-15,广东,手机,1
user_657,女,28,2024-01-28,广东,平板,1
user_658,男,38,2024-03-24,广东,电脑,1
user_659,女,43,2024-11-05,广东,手机,0
user_660,男,42,2024-07-25,四川,手机,1
user_661,男,39,2024-05-01,浙江,电脑,0
user_662,女,44,2024-12-04,浙江,手机,1
user_663,男,30,2025-04-11,广东,平板,0
user_664,女,50,2024-08-15,浙江,手机,1
user_665,女,51,2024-03-09,四川,电脑,1
user_666,男,58,2025-06-24,广东,平板,0
user_667,男,52,2023-07-17,上海,平板,1
user_668,男,18,2023-09-23,四川,手机,1
user_669,女,38,2025-05-07,浙江,手机,0
user_670,男,23,2024-01-14,广东,手机,0
user_671,女,45,2023-11-11,广东,电脑,1
user_672,男,34,2024-09-18,广东,手机,1
user_673,男,22,2024-01-18,广东,电脑,0
user_674,男,48,2023-07-25,上海,电脑,1
user_675,女,22,2023-09-18,浙江,手机,1
user_676,女,55,2024-10-01,浙江,手机,1
user_677,女,20,2024-05-28,广东,手机,1
user_678,男,40,2024-03-20,北京,手机,1
user_679,男,54,2025-01-11,上海,平板,0
user_680,男,54,2025-02-25,四川,手机,1
user_681,女,27,2024-02-24,浙江,手机,1
user_682,男,27,2024-05-29,上海,平板,1
user_683,女,36,2024-10-08,北京,平板,0
user_684,女,34,2024-07-27,四川,电脑,1
user_685,男,38,2023-09-23,上海,手机,1
user_686,男,31,2024-04-20,四川,手机,0
user_687,女,26,2025-05-24,广东,手机,1
user_688,男,18,2024-09-15,广东,平板,1
user_689,女,30,2023-11-20,四川,电脑,1
user_690,男,21,2024-01-09,广东,电脑,1
user_691,男,18,2023-07-30,广东,平板,0
user_692,男,57,2024-12-27,广东,手机,0
user_693,女,49,2024-05-29,北京,手机,1
user_694,男,51,2023-06-27,四川,电脑,1
user_695,男,45,2024-08-02,四川,电脑,1
user_696,男,48,2025-06-13,浙江,平板,0
user_697,男,25,2025-03-13,浙江,电脑,0
user_698,男,56,2024-08-17,广东,电脑,0
user_699,女,43,2024-12-10,北京,电脑,0
user_700,男,51,2025-01-04,浙江,平板,1
user_701,女,20,2025-06-25,浙江,电脑,1
user_702,女,29,2025-01-22,上海,手机,0
user_703,男,18,2025-01-18,广东,手机,1
user_704,男,22,2024-11-27,四川,电脑,0
user_705,女,47,2023-11-26,四川,平板,1
user_706,男,47,2024-04-03,四川,手机,1
user_707,女,34,2024-05-25,四川,手机,1
user_708,男,40,2023-08-19,浙江,手机,0
user_709,女,32,2024-11-22,北京,电脑,1
user_710,女,54,2025-06-10,北京,电脑,0
user_711,男,38,2024-03-08,上海,平板,1
user_712,女,31,2024-10-22,上海,平板,0
user_713,男,19,2024-02-24,上海,手机,1
user_714,女,28,2024-11-22,四川,平板,0
user_715,女,56,2025-04-14,广东,电脑,1
user_716,男,55,2023-09-30,上海,电脑,0
user_717,女,51,2025-01-05,上海,平板,0
user_718,男,55,2025-05-25,上海,平板,1
user_719,男,51,2024-02-14,浙江,电脑,0
user_720,女,35,2024-07-23,浙江,电脑,1
user_721,男,47,2024-02-21,北京,电脑,1
user_722,女,32,2024-11-24,浙江,电脑,1
user_723,男,44,2024-05-08,北京,平板,1
user_724,女,51,2024-03-05,北京,平板,1
user_725,男,55,2024-05-03,浙江,手机,1
user_726,女,50,2024-12-18,广东,电脑,1
user_727,男,41,2024-02-10,四川,电脑,1
user_728,男,32,2024-08-29,北京,手机,1
user_729,男,47,2023-10-02,北京,手机,1
user_730,女,59,2023-11-22,北京,电脑,0
user_731,男,34,2024-05-17,广东,手机,1
user_732,男,22,2024-11-23,广东,电脑,0
user_733,女,46,2025-06-25,上海,手机,1
user_734,女,21,2024-04-15,上海,电脑,0
user_735,男,27,2024-12-03,北京,手机,1
user_736,男,34,2025-01-27,上海,平板,0
user_737,女,27,2025-05-27,北京,手机,1
user_738,男,34,2023-11-08,浙江,平板,0
user_739,女,37,2024-10-16,北京,手机,1
user_740,男,41,2024-09-10,北京,手机,1
user_741,女,22,2024-02-14,广东,手机,1
user_742,男,51,2024-05-06,上海,手机,0
user_743,男,23,2024-08-24,浙江,电脑,0
user_744,男,19,2025-04-03,浙江,平板,1
user_745,男,30,2023-06-26,北京,手机,0
user_746,男,28,2024-02-17,四川,平板,1
user_747,女,40,2024-02-03,浙江,电脑,0
user_748,男,33,2023-12-06,广东,平板,0
user_749,男,48,2024-05-24,四川,平板,1
user_750,男,28,2025-02-25,广东,手机,0
user_751,女,33,2024-09-18,广东,平板,0
user_752,男,25,2024-10-09,浙江,电脑,0
user_753,男,21,2024-11-15,浙江,平板,0
user_754,男,57,2024-03-02,广东,电脑,0
user_755,女,21,2024-06-21,四川,电脑,1
user_756,男,42,2024-06-03,浙江,手机,0
user_757,男,20,2024-06-03,北京,电脑,0
user_758,男,49,2024-12-01,北京,电脑,1
user_759,女,20,2023-12-08,浙江,平板,1
user_760,男,44,2024-07-27,四川,平板,0
user_761,女,46,2024-06-27,北京,电脑,0
user_762,男,49,2025-03-03,上海,平板,1
user_763,女,36,2025-05-25,四川,平板,0
user_764,女,38,2025-03-05,浙江,平板,0
user_765,男,22,2025-01-17,上海,手机,1
user_766,男,35,2023-11-04,浙江,平板,0
user_767,女,45,2024-11-18,上海,手机,0
user_768,男,59,2023-08-30,北京,手机,1
user_769,女,39,2024-02-01,四川,平板,1
user_770,男,38,2024-07-30,广东,手机,1
user_771,男,23,2024-11-22,北京,电脑,1
user_772,女,18,2024-10-29,四川,手机,1
user_773,男,22,2024-10-18,浙江,电脑,1
user_774,男,58,2024-03-12,浙江,平板,0
user_775,女,29,2023-09-06,上海,电脑,0
user_776,男,43,2025-03-22,上海,平板,0
user_777,男,51,2025-01-29,北京,手机,0
user_778,女,31,2023-12-25,广东,电脑,0
user_779,男,43,2024-11-29,北京,平板,1
user_780,男,44,2024-02-22,广东,手机,1
user_781,女,26,2023-12-17,广东,手机,1
user_782,男,43,2025-03-13,四川,平板,0
user_783,男,39,2023-11-27,上海,平板,0
user_784,女,47,2023-10-18,北京,电脑,1
user_785,女,34,2023-07-14,广东,手机,1
user_786,男,43,2023-07-31,广东,手机,1
user_787,女,53,2024-01-02,四川,手机,1
user_788,女,18,2024-06-29,四川,电脑,0
user_789,男,25,2024-10-12,上海,手机,1
user_790,男,52,2025-04-16,上海,平板,1
user_791,男,32,2025-02-11,广东,手机,1
user_792,女,39,2023-08-21,北京,手机,0
user_793,女,31,2024-06-13,浙江,手机,0
user_794,女,43,2024-05-12,北京,手机,0
user_795,女,45,2025-05-14,广东,电脑,0
user_796,男,40,2024-10-27,四川,手机,1
user_797,男,31,2024-09-15,四川,平板,0
user_798,女,41,2023-11-24,上海,手机,1
user_799,女,19,2025-01-03,广东,电脑,1
user_800,女,43,2024-12-17,浙江,电脑,0
user_801,男,31,2024-04-19,上海,手机,0
user_802,男,24,2024-07-13,北京,手机,1
user_803,女,20,2024-05-01,广东,电脑,0
user_804,女,40,2024-01-01,上海,电脑,1
user_805,女,35,2023-10-18,广东,手机,0
user_806,男,55,2024-11-16,广东,平板,0
user_807,男,52,2024-12-11,广东,手机,0
user_808,男,32,2023-06-30,广东,电脑,0
user_809,女,42,2025-05-19,广东,手机,0
user_810,女,54,2025-01-29,浙江,平板,0
user_811,男,45,2025-04-24,浙江,手机,0
user_812,男,27,2025-02-13,北京,手机,0
user_813,男,56,2025-05-13,上海,电脑,1
user_814,男,34,2023-09-16,四川,平板,1
user_815,男,56,2025-02-19,北京,手机,0
user_816,女,39,2024-05-21,上海,手机,1
user_817,男,43,2023-12-12,北京,电脑,0
user_818,男,42,2023-11-09,四川,电脑,1
user_819,女,34,2025-03-11,北京,电脑,1
user_820,男,30,2024-12-17,广东,手机,0
user_821,女,37,2024-08-01,广东,电脑,0
user_822,男,42,2024-06-20,四川,平板,0
user_823,女,21,2023-08-04,浙江,电脑,1
user_824,男,27,2024-08-31,北京,电脑,1
user_825,男,20,2024-01-05,浙江,手机,0
user_826,男,58,2025-06-07,浙江,平板,1
user_827,女,35,2025-04-14,四川,电脑,1
user_828,女,53,2023-09-28,浙江,电脑,0
user_829,男,39,2024-06-14,广东,平板,0
user_830,男,51,2023-10-07,广东,手机,1
user_831,女,25,2025-03-09,四川,手机,0
user_832,男,57,2024-06-20,上海,平板,0
user_833,女,36,2024-11-25,四川,平板,0
user_834,男,59,2024-08-11,四川,电脑,1
user_835,男,58,2024-09-02,上海,手机,1
user_836,女,54,2024-09-30,四川,手机,1
user_837,男,23,2024-02-27,四川,手机,1
user_838,女,43,2025-02-01,上海,电脑,0
user_839,男,51,2025-05-18,北京,手机,0
user_840,男,23,2024-06-03,四川,电脑,0
user_841,女,54,2024-10-13,四川,手机,0
user_842,女,50,2025-03-20,上海,电脑,0
user_843,男,39,2025-01-04,上海,平板,0
user_844,男,38,2025-05-18,四川,电脑,0
user_845,女,23,2024-07-22,浙江,平板,0
user_846,女,23,2024-05-22,广东,电脑,0
user_847,男,21,2025-04-01,浙江,平板,1
user_848,女,47,2025-05-30,上海,平板,1
user_849,男,28,2024-08-24,四川,手机,1
user_850,女,47,2024-06-06,广东,手机,0
user_851,男,48,2025-05-22,四川,电脑,0
user_852,男,41,2023-10-27,四川,电脑,0
user_853,男,26,2025-01-23,浙江,手机,1
user_854,男,20,2025-04-25,上海,电脑,1
user_855,男,48,2024-06-28,北京,平板,1
user_856,女,57,2024-06-09,北京,电脑,0
user_857,男,54,2024-01-13,北京,电脑,1
user_858,男,53,2025-01-29,北京,手机,1
user_859,女,41,2024-01-04,浙江,手机,1
user_860,女,48,2025-04-08,浙江,电脑,1
user_861,男,23,2024-11-02,浙江,平板,0
user_862,男,19,2024-01-27,浙江,手机,0
user_863,女,37,2025-02-09,北京,电脑,1
user_864,男,45,2025-02-19,北京,电脑,0
user_865,女,28,2024-08-03,上海,平板,0
user_866,男,21,2024-07-06,广东,平板,1
user_867,男,32,2024-10-24,浙江,平板,0
user_868,女,23,2023-12-28,上海,手机,0
user_869,女,47,2024-01-25,上海,手机,1
user_870,女,55,2024-06-01,广东,电脑,0
user_871,男,19,2023-08-25,北京,电脑,1
user_872,男,32,2024-12-31,北京,电脑,0
user_873,女,28,2024-02-02,北京,电脑,1
user_874,男,25,2023-12-25,北京,手机,0
user_875,男,43,2024-01-23,广东,手机,1
user_876,男,22,2024-03-12,广东,电脑,1
user_877,女,23,2024-02-29,广东,手机,1
user_878,男,43,2025-05-19,广东,电脑,1
user_879,男,21,2024-08-18,浙江,手机,1
user_880,女,36,2023-08-27,浙江,电脑,0
user_881,女,37,2023-10-11,四川,手机,0
user_882,男,50,2023-10-21,北京,平板,1
user_883,女,37,2023-12-22,四川,手机,0
user_884,女,29,2024-04-18,四川,电脑,1
user_885,男,18,2024-12-16,浙江,电脑,0
user_886,女,43,2023-10-22,北京,平板,0
user_887,男,31,2024-12-25,浙江,手机,0
user_888,男,55,2023-12-09,上海,手机,0
user_889,女,54,2023-08-14,北京,平板,1
user_890,男,28,2024-05-13,上海,平板,1
user_891,女,53,2024-05-07,北京,手机,1
user_892,女,30,2024-03-09,四川,电脑,1
user_893,女,20,2024-08-20,北京,平板,1
user_894,男,50,2024-06-21,浙江,手机,0
user_895,男,23,2024-05-13,北京,平板,0
user_896,女,27,2023-08-13,四川,电脑,1
user_897,女,22,2023-12-03,浙江,平板,1
user_898,女,40,2025-04-02,北京,手机,1
user_899,女,27,2024-05-17,上海,平板,1
user_900,男,19,2024-04-23,浙江,电脑,0
user_901,男,30,2025-05-28,浙江,电脑,1
user_902,男,57,2025-02-12,广东,电脑,1
user_903,女,19,2024-09-21,浙江,平板,0
user_904,男,37,2024-12-17,上海,电脑,1
user_905,女,18,2023-07-11,广东,平板,1
user_906,男,54,2025-04-21,上海,电脑,0
user_907,女,26,2025-05-10,浙江,平板,1
user_908,男,34,2025-02-09,四川,手机,0
user_909,女,26,2024-09-15,四川,电脑,0
user_910,男,28,2024-04-16,上海,手机,0
user_911,男,32,2024-06-30,上海,手机,1
user_912,男,41,2023-06-30,广东,平板,0
user_913,女,55,2024-03-25,广东,电脑,1
user_914,男,52,2024-02-12,北京,手机,1
user_915,女,47,2025-01-31,四川,电脑,0
user_916,女,48,2024-04-23,四川,平板,1
user_917,女,22,2025-04-18,上海,电脑,0
user_918,女,31,2025-05-18,北京,电脑,0
user_919,男,28,2025-04-05,四川,手机,0
user_920,男,26,2024-05-16,上海,电脑,1
user_921,男,51,2024-08-17,北京,电脑,0
user_922,男,29,2025-01-26,四川,手机,0
user_923,女,52,2025-01-16,四川,电脑,1
user_924,女,52,2024-08-23,浙江,电脑,1
user_925,女,18,2025-03-08,上海,电脑,1
user_926,女,57,2024-10-06,四川,手机,0
user_927,女,39,2025-05-23,四川,平板,1
user_928,女,46,2023-12-14,北京,电脑,0
user_929,女,25,2024-07-09,广东,平板,1
user_930,女,28,2023-12-13,广东,平板,1
user_931,男,58,2024-01-23,上海,平板,0
user_932,男,54,2024-05-29,四川,电脑,1
user_933,男,31,2024-07-07,北京,平板,1
user_934,女,47,2023-07-18,广东,电脑,1
user_935,女,52,2024-04-23,北京,平板,0
user_936,女,38,2024-03-13,上海,平板,1
user_937,女,54,2024-11-26,四川,电脑,0
user_938,男,22,2024-12-04,广东,手机,1
user_939,男,36,2025-03-06,广东,平板,0
user_940,女,31,2024-05-05,北京,手机,1
user_941,男,43,2025-01-08,广东,电脑,1
user_942,女,21,2023-11-01,广东,平板,1
user_943,女,42,2025-04-08,北京,电脑,0
user_944,男,59,2024-06-23,浙江,手机,0
user_945,女,42,2025-06-09,四川,电脑,1
user_946,男,35,2023-10-03,上海,手机,0
user_947,女,57,2024-10-21,浙江,平板,1
user_948,男,25,2024-08-13,广东,平板,0
user_949,男,56,2023-07-16,浙江,电脑,0
user_950,女,57,2025-05-30,北京,手机,1
user_951,女,31,2024-04-27,上海,手机,0
user_952,女,49,2024-09-27,北京,手机,1
user_953,女,55,2024-09-06,浙江,电脑,1
user_954,女,50,2024-11-21,北京,手机,0
user_955,女,40,2023-07-17,北京,电脑,0
user_956,男,32,2023-08-30,北京,平板,0
user_957,男,50,2024-11-06,广东,电脑,0
user_958,男,42,2024-05-23,浙江,平板,1
user_959,男,34,2023-10-09,北京,手机,1
user_960,女,50,2025-04-29,浙江,平板,1
user_961,女,19,2024-06-18,上海,电脑,1
user_962,女,31,2023-11-14,上海,手机,1
user_963,男,57,2023-08-04,上海,手机,0
user_964,男,57,2024-01-14,北京,平板,0
user_965,男,56,2024-04-15,广东,平板,0
user_966,女,23,2024-03-06,广东,平板,0
user_967,男,23,2023-12-07,北京,平板,0
user_968,男,20,2024-06-13,北京,电脑,1
user_969,女,24,2024-03-05,北京,平板,1
user_970,女,25,2024-03-14,上海,手机,0
user_971,女,59,2025-02-06,浙江,平板,0
user_972,女,32,2025-05-09,四川,平板,0
user_973,女,46,2024-04-15,北京,平板,0
user_974,女,50,2024-01-28,北京,手机,1
user_975,男,47,2025-01-30,四川,手机,1
user_976,男,56,2025-04-02,广东,平板,1
user_977,女,44,2024-05-18,上海,手机,1
user_978,男,53,2024-01-07,浙江,电脑,0
user_979,男,46,2025-04-04,北京,平板,0
user_980,男,55,2023-08-28,四川,平板,1
user_981,男,50,2024-06-25,北京,平板,0
user_982,男,54,2023-07-11,广东,平板,0
user_983,女,44,2025-01-27,广东,电脑,1
user_984,男,50,2024-08-17,北京,手机,0
user_985,女,21,2023-08-05,广东,平板,1
user_986,女,39,2024-03-23,北京,手机,0
user_987,男,19,2023-12-17,上海,平板,0
user_988,女,27,2024-11-11,广东,电脑,1
user_989,男,22,2023-08-18,广东,电脑,0
user_990,男,27,2025-02-21,浙江,电脑,1
user_991,女,50,2024-11-13,浙江,平板,1
user_992,女,55,2023-07-27,上海,手机,0
user_993,男,30,2025-01-31,上海,手机,1
user_994,女,48,2023-07-20,四川,平板,1
user_995,男,53,2024-01-04,四川,电脑,1
user_996,男,41,2023-11-27,上海,电脑,1
user_997,男,32,2025-04-07,浙江,电脑,0
user_998,男,46,2023-07-11,广东,平板,1
user_999,男,25,2024-10-20,四川,平板,0
user_1000,女,22,2023-10-22,四川,平板,0
user_1001,女,46,2023-12-28,上海,电脑,1
user_1002,女,21,2023-10-02,上海,平板,0
user_1003,男,29,2024-06-27,上海,平板,1
user_1004,女,19,2024-11-26,上海,手机,1
user_1005,女,44,2023-09-22,上海,电脑,1
user_1006,男,48,2024-09-06,四川,手机,1
user_1007,女,53,2023-12-12,上海,手机,1
user_1008,女,53,2024-06-21,四川,电脑,0
user_1009,女,43,2024-12-20,浙江,电脑,0
user_1010,女,44,2024-01-11,北京,手机,1
user_1011,女,22,2025-02-10,北京,平板,0
user_1012,男,37,2024-04-07,四川,平板,1
user_1013,男,28,2023-11-03,浙江,电脑,1
user_1014,男,27,2024-10-08,上海,电脑,1
user_1015,女,57,2024-10-09,广东,平板,1
user_1016,男,55,2025-01-26,北京,平板,0
user_1017,男,23,2025-01-03,广东,电脑,1
user_1018,女,25,2023-09-22,北京,手机,0
user_1019,女,40,2025-02-19,上海,平板,1
user_1020,男,43,2025-03-23,广东,平板,0
user_1021,男,29,2023-10-31,北京,电脑,0
user_1022,女,43,2024-02-22,上海,平板,1
user_1023,男,30,2023-09-17,浙江,手机,0
user_1024,女,57,2024-09-17,浙江,平板,0
